Country,Sex,Year,reading,mathematics,science,unemployed_and_not_in_school_15_19,Gini
Australia,Male,2000,512.6,NA,NA,6.4,0.317
Australia,Male,2012,495.1,510.1,523.7,7.6,0.326
Australia,Male,2018,487.2,494.3,503.7,6.8,0.325
Australia,Female,2000,546.3,NA,NA,7.3,0.317
Australia,Female,2012,529.5,497.8,519.1,6.9,0.326
Australia,Female,2018,518.6,488.3,502.2,3.8,0.325
Austria,Male,2009,449.3,505.7,498.3,6.7,0.28900000000000003
Austria,Male,2012,471.1,516.7,510.1,5,0.276
Austria,Male,2015,474.8,510.1,504.4,7.1,0.275
Austria,Male,2018,470.6,505.5,490.9,5.6,0.28
Austria,Female,2009,490.5,486.5,490.5,6.5,0.28900000000000003
Austria,Female,2012,508,494.5,501.5,4.5,0.276
Austria,Female,2015,495.1,483.1,485.5,4.3,0.275
Austria,Female,2018,498.7,492.2,488.6,4.9,0.28
Belgium,Male,2009,492.7,525.9,509.7,5.2,0.269
Belgium,Male,2012,492.8,520.1,506.8,10.1,0.262
Belgium,Male,2018,482,514.1,501.2,3.8,0.258
Belgium,Female,2009,519.8,504.2,503.3,6.2,0.269
Belgium,Female,2012,524.6,508.9,502.9,6.4,0.262
Belgium,Female,2018,503.7,502,496.4,4,0.258
Canada,Male,2000,518.9,NA,NA,8.7,0.315
Canada,Male,2009,507.2,532.7,531,9.5,0.316
Canada,Male,2012,505.5,523.1,526.9,8,0.317
Canada,Male,2015,513.5,520.2,528.3,7.3,0.318
Canada,Male,2018,505.7,514.5,516.5,7.1,0.304
Canada,Female,2000,551.1,NA,NA,7.7,0.315
Canada,Female,2009,541.5,520.8,526.4,6.5,0.316
Canada,Female,2012,540.7,513,524,6.4,0.317
Canada,Female,2015,539.8,511.1,527.2,6.2,0.318
Canada,Female,2018,534.7,509.5,519.6,4.7,0.304
Czech Republic,Male,2009,455.5,495.1,498.2,3.5,0.257
Czech Republic,Male,2012,474,504.7,508.7,4.6,0.254
Czech Republic,Male,2015,474.5,495.8,497,3.2,0.258
Czech Republic,Male,2018,474,501.2,496,2.3,0.24900000000000003
Czech Republic,Female,2009,504,490.2,503.1,3.5,0.257
Czech Republic,Female,2012,512.8,492.9,507.9,3.3,0.254
Czech Republic,Female,2015,500.7,488.7,488.4,2.9,0.258
Czech Republic,Female,2018,507.2,497.7,497.6,2.5,0.24900000000000003
Denmark,Male,2000,485.4,NA,NA,1.9,0.227
Denmark,Male,2009,480.4,511.4,505.2,4.9,0.23800000000000002
Denmark,Male,2012,480.9,507,503.5,6.3,0.24900000000000003
Denmark,Male,2015,488.8,515.8,504.9,4.4,0.263
Denmark,Male,2018,486.5,511.3,491.6,4.2,0.263
Denmark,Female,2000,510.2,NA,NA,3.6,0.227
Denmark,Female,2009,509.2,495.3,493.6,3.5,0.23800000000000002
Denmark,Female,2012,511.5,493,493.4,6.3,0.24900000000000003
Denmark,Female,2015,511,506.4,498.9,4.3,0.263
Denmark,Female,2018,515.8,507.5,493.7,3.9,0.263
Finland,Male,2000,520.1,NA,NA,NA,0.254
Finland,Male,2009,508.4,541.8,546.4,6,0.259
Finland,Male,2012,494,517.4,537.4,4.6,0.26
Finland,Male,2015,504,507.5,521.5,5.4,0.26
Finland,Male,2018,494.8,504.3,510.2,4.9,0.269
Finland,Female,2000,571.4,NA,NA,NA,0.254
Finland,Female,2009,563.5,539.2,561.8,4.3,0.259
Finland,Female,2012,555.7,520.2,553.9,4.8,0.26
Finland,Female,2015,550.5,515,540.5,4.9,0.26
Finland,Female,2018,546.3,510.4,534,4.3,0.269
France,Male,2000,490.3,NA,NA,7.3,0.28700000000000003
France,Male,2009,475,505.1,499.9,7.2,0.29300000000000004
France,Male,2012,483,499.4,497.7,7.7,0.305
France,Male,2015,484.6,495.9,495.9,8.7,0.29500000000000004
France,Male,2018,480.3,498.5,492.5,7.8,0.301
France,Female,2000,519.1,NA,NA,6.7,0.28700000000000003
France,Female,2009,515.2,488.9,496.6,6.4,0.29300000000000004
France,Female,2012,526.8,490.9,500.2,6,0.305
France,Female,2015,513.8,490,494,6.1,0.29500000000000004
France,Female,2018,505.2,492.2,493.5,5.8,0.301
Germany,Male,2000,467.6,NA,NA,5.2,0.264
Germany,Male,2009,477.9,520.4,523.1,3.6,0.28800000000000003
Germany,Male,2012,486,520.2,523.9,2.9,0.28900000000000003
Germany,Male,2015,498.9,514.1,514.3,2.5,0.29300000000000004
Germany,Male,2018,486.3,503.3,502.5,3.1,0.28900000000000003
Germany,Female,2000,502.2,NA,NA,6.3,0.264
Germany,Female,2009,517.6,504.8,517.6,3.9,0.28800000000000003
Germany,Female,2012,530.1,506.6,524.4,3.2,0.28900000000000003
Germany,Female,2015,519.7,497.5,503.8,2.6,0.29300000000000004
Germany,Female,2018,512.2,496.2,503.6,3.7,0.28900000000000003
Greece,Male,2009,458.8,473.1,465.2,8.1,0.32999999999999996
Greece,Male,2012,451.7,457,460,10.4,0.33799999999999997
Greece,Male,2015,449.1,453.7,450.6,9.5,0.33999999999999997
Greece,Male,2018,436.6,451.5,446.1,7.5,0.306
Greece,Female,2009,505.9,459.3,474.9,7.7,0.32999999999999996
Greece,Female,2012,502.2,449,473.3,10.9,0.33799999999999997
Greece,Female,2015,486.5,453.6,459.4,7.3,0.33999999999999997
Greece,Female,2018,478.8,451.2,457.4,8.7,0.306
Hungary,Male,2000,464.5,NA,NA,8.6,0.29300000000000004
Hungary,Male,2009,475.4,496.1,502.7,5.4,0.24100000000000002
Hungary,Male,2012,468,481.7,495.9,4.5,0.279
Hungary,Male,2015,457.1,480.9,478.2,5.7,0.28400000000000003
Hungary,Male,2018,462.6,485.5,484,5.3,0.28
Hungary,Female,2000,496.2,NA,NA,8.6,0.29300000000000004
Hungary,Female,2009,513.3,484.1,502.6,5.9,0.24100000000000002
Hungary,Female,2012,507.5,472.7,492.8,5.1,0.279
Hungary,Female,2015,482,472.7,475.2,6.6,0.28400000000000003
Hungary,Female,2018,489.1,476.7,477.9,8.3,0.28
Iceland,Male,2009,478.1,508.4,496.5,7.7,0.266
Iceland,Male,2012,457.3,489.7,476.7,9.2,0.252
Iceland,Male,2015,460.1,487.4,471.7,5.1,0.257
Iceland,Female,2009,522.2,504.9,494.7,6.5,0.266
Iceland,Female,2012,508.4,495.9,479.7,4.2,0.252
Iceland,Female,2015,501.7,488.6,474.7,2.2,0.257
Ireland,Male,2009,476.3,490.9,506.6,12.1,0.312
Ireland,Male,2012,509.2,509,523.9,9.8,0.31
Ireland,Male,2015,515,511.6,507.7,9.2,0.29800000000000004
Ireland,Male,2018,506.4,502.6,495.4,6.4,0.29200000000000004
Ireland,Female,2009,515.5,483.3,509.4,9.9,0.312
Ireland,Female,2012,537.7,493.7,520,9.4,0.31
Ireland,Female,2015,526.9,495.4,497.2,6.7,0.29800000000000004
Ireland,Female,2018,529.6,496.7,496.9,5.6,0.29200000000000004
Italy,Male,2000,469.2,NA,NA,12.2,0.323
Italy,Male,2009,463.8,490,487.9,11.9,0.315
Italy,Male,2012,470.9,494.2,494.9,13,0.32999999999999996
Italy,Male,2015,476.7,499.8,489.1,12.3,0.33299999999999996
Italy,Male,2018,464.3,494.1,469.6,11.1,0.32999999999999996
Italy,Female,2000,507.4,NA,NA,14.1,0.323
Italy,Female,2009,509.5,475.4,489.8,10.4,0.315
Italy,Female,2012,509.9,475.8,492.1,10.9,0.32999999999999996
Italy,Female,2015,492.7,479.8,472.1,10.5,0.33299999999999996
Italy,Female,2018,489.1,478.5,466.3,10.8,0.32999999999999996
Japan,Male,2000,507.3,NA,NA,NA,0.33699999999999997
Japan,Male,2009,501,533.6,533.8,4.9,0.33599999999999997
Japan,Male,2012,526.6,544.9,551.9,4.2,0.32999999999999996
Japan,Male,2015,509.4,539.3,545.1,NA,0.33899999999999997
Japan,Male,2018,493.4,532.2,530.6,NA,0.33399999999999996
Japan,Female,2000,536.9,NA,NA,NA,0.33699999999999997
Japan,Female,2009,539.9,524.1,545.4,4.9,0.33599999999999997
Japan,Female,2012,550.7,527,541,3.5,0.32999999999999996
Japan,Female,2015,522.7,525.5,531.5,NA,0.33899999999999997
Japan,Female,2018,513.8,522,527.8,NA,0.33399999999999996
Korea,Male,2009,522.5,547.8,536.8,NA,0.314
Korea,Male,2012,525,562.1,539.4,NA,0.385
Korea,Male,2015,498.1,520.8,511.2,NA,0.352
Korea,Male,2018,502.8,527.9,520.9,NA,0.345
Korea,Female,2009,558,544.5,539.3,NA,0.314
Korea,Female,2012,548.2,544.2,535.9,NA,0.385
Korea,Female,2015,538.6,527.8,520.8,NA,0.352
Korea,Female,2018,526.4,523.8,516.9,NA,0.345
Luxembourg,Male,2009,452.7,498.6,487.3,NA,0.277
Luxembourg,Male,2012,473,502.2,498.7,NA,0.29800000000000004
Luxembourg,Male,2015,470.7,491.5,486.7,NA,0.306
Luxembourg,Male,2018,455.6,487.1,474.5,NA,0.318
Luxembourg,Female,2009,492.1,479.2,480.5,NA,0.277
Luxembourg,Female,2012,503,477.1,483.5,NA,0.29800000000000004
Luxembourg,Female,2015,492,480.1,479,NA,0.306
Luxembourg,Female,2018,484.8,479.6,479.1,1.4,0.318
Mexico,Male,2000,411.5,NA,NA,7.6,0.507
Mexico,Male,2012,411.4,420.4,418.1,9,0.457
Mexico,Male,2018,414.7,414.9,424.1,7.6,0.41800000000000004
Mexico,Female,2000,431.7,NA,NA,29,0.507
Mexico,Female,2012,435.3,406.4,411.8,25,0.457
Mexico,Female,2018,425.8,403.2,414.7,20,0.41800000000000004
Netherlands,Male,2009,496.2,534.5,524.2,4,0.28300000000000003
Netherlands,Male,2012,498.3,528,523.6,2.2,0.29300000000000004
Netherlands,Male,2015,491.1,513.5,510.6,3.7,0.305
Netherlands,Male,2018,470.4,519.9,499.3,3.6,0.29500000000000004
Netherlands,Female,2009,520.5,517.3,520.3,3.2,0.28300000000000003
Netherlands,Female,2012,524.8,517.7,520.4,2.6,0.29300000000000004
Netherlands,Female,2015,514.7,511,506.5,3.4,0.305
Netherlands,Female,2018,499.2,518.5,507.5,2.9,0.29500000000000004
New Zealand,Male,2000,506.8,NA,NA,NA,0.33899999999999997
New Zealand,Male,2009,498.5,523.1,529,8.8,0.329
New Zealand,Male,2012,495.4,507.1,517.9,8.3,0.33499999999999996
New Zealand,Male,2015,493.2,499.5,515.8,7.3,0.325
New Zealand,Male,2018,491.4,498.9,509.3,6,0.32999999999999996
New Zealand,Female,2000,552.6,NA,NA,NA,0.33899999999999997
New Zealand,Female,2009,544.2,515.3,535.2,10.1,0.329
New Zealand,Female,2012,529.8,492.1,513.3,9.2,0.33499999999999996
New Zealand,Female,2015,525.5,490.9,510.7,6.9,0.325
New Zealand,Female,2018,520.3,490,507.6,4.1,0.32999999999999996
Norway,Male,2000,485.6,NA,NA,2.3,0.261
Norway,Male,2009,480.1,500.4,498.1,4.4,0.24500000000000002
Norway,Male,2012,481.3,490.4,492.8,3.8,0.253
Norway,Male,2015,493.5,500.6,499.9,3.6,0.272
Norway,Male,2018,476.2,497.5,485.1,2.7,0.262
Norway,Female,2000,528.8,NA,NA,1.2,0.261
Norway,Female,2009,527.4,495.4,501.7,4,0.24500000000000002
Norway,Female,2012,527.8,488.3,496.3,2.2,0.253
Norway,Female,2015,533.4,502.9,497,2,0.272
Norway,Female,2018,523.2,504.5,495.8,2.4,0.262
Poland,Male,2009,475.7,496.6,505.1,4,0.303
Poland,Male,2012,496.7,519.6,524.4,4.3,0.29800000000000004
Poland,Male,2015,491.2,510.1,504.5,6,0.29100000000000004
Poland,Male,2018,495.5,516.3,510.9,3.3,0.281
Poland,Female,2009,525.3,493.1,511,3.2,0.303
Poland,Female,2012,538.7,515.5,527.1,3.5,0.29800000000000004
Poland,Female,2015,520.7,498.6,498.3,4.3,0.29100000000000004
Poland,Female,2018,528.2,514.9,511.2,3.6,0.281
Portugal,Male,2009,469.9,492.9,491.2,7.9,0.33599999999999997
Portugal,Male,2012,468.4,492.7,488.3,8.4,0.33699999999999997
Portugal,Male,2015,489.9,496.6,506.1,5.1,0.33599999999999997
Portugal,Male,2018,479.8,496.9,494.2,4.1,0.317
Portugal,Female,2009,507.9,481.1,494.7,5.9,0.33599999999999997
Portugal,Female,2012,507.6,481.3,490.2,7.3,0.33699999999999997
Portugal,Female,2015,506.6,486.6,496.1,5.9,0.33599999999999997
Portugal,Female,2018,504.1,487.9,489.1,3.9,0.317
Slovak Republic,Male,2009,451.6,498,490,5,0.267
Slovak Republic,Male,2012,444.1,486.1,474.7,6.3,0.251
Slovak Republic,Male,2015,435.2,478,460.4,6.7,0.25
Slovak Republic,Male,2018,440.7,488.5,461.2,7.3,0.23600000000000002
Slovak Republic,Female,2009,502.9,495.4,490.5,4,0.267
Slovak Republic,Female,2012,483.3,476.7,467.4,5,0.251
Slovak Republic,Female,2015,470.9,472.3,461.2,5.7,0.25
Slovak Republic,Female,2018,475.1,483.9,466.8,6,0.23600000000000002
Spain,Male,2009,466.8,492.8,491.8,15.9,0.33299999999999996
Spain,Male,2012,473.8,492.4,500.1,12.3,0.33399999999999996
Spain,Male,2015,485.4,493.8,496.1,10,0.344
Spain,Female,2009,495.7,473.9,484.6,12.3,0.33299999999999996
Spain,Female,2012,502.5,476,492.7,11.2,0.33399999999999996
Spain,Female,2015,505.7,477.9,489.5,8.2,0.344
Spain,Male,2018,NA,484.6,484.4,9.5,0.32999999999999996
Spain,Female,2018,NA,478.1,482,7.9,0.32999999999999996
Sweden,Male,2000,498.6,NA,NA,4.7,0.24300000000000002
Sweden,Male,2009,475.1,493.4,493.3,6.6,0.269
Sweden,Male,2015,480.7,492.8,491.2,NA,0.276
Sweden,Male,2018,488.6,501.8,495.6,6.8,0.273
Sweden,Female,2000,535.6,NA,NA,2.4,0.24300000000000002
Sweden,Female,2009,520.6,495.1,497,4.5,0.269
Sweden,Female,2015,519.9,495.1,495.7,NA,0.276
Sweden,Female,2018,523,503,503.2,6.8,0.273
Switzerland,Male,2009,481.4,543.7,520.5,9.2,0.29700000000000004
Switzerland,Male,2012,491.1,537.4,518.3,NA,0.28500000000000003
Switzerland,Male,2015,480.1,527,508.4,NA,0.29600000000000004
Switzerland,Male,2018,469.4,518.7,495.1,4.1,0.311
Switzerland,Female,2009,520.2,523.9,512.5,6.9,0.29700000000000004
Switzerland,Female,2012,527.1,524.5,512.3,NA,0.28500000000000003
Switzerland,Female,2015,505.4,515,502.3,NA,0.29600000000000004
Switzerland,Female,2018,500,511.6,495.5,4.1,0.311
Türkiye,Male,2009,443.5,450.7,448,21.4,0.41100000000000003
Türkiye,Male,2012,452.8,451.9,458.3,NA,0.399
Türkiye,Male,2015,414.4,423.4,422.3,13.3,0.404
Türkiye,Male,2018,453.1,456,464.6,10.2,0.397
Türkiye,Female,2009,486.3,439.8,460.2,36.8,0.41100000000000003
Türkiye,Female,2012,498.6,443.9,468.6,NA,0.399
Türkiye,Female,2015,442.2,417.5,428.7,24.4,0.404
Türkiye,Female,2018,478.4,451,472,20.9,0.397
United Kingdom,Male,2000,511.6,NA,NA,8.2,0.352
United Kingdom,Male,2009,481.4,502.8,518.5,10.2,0.374
United Kingdom,Male,2012,486.6,500.3,520.6,10.3,0.351
United Kingdom,Male,2015,487.2,498.2,509.6,8.7,0.36
United Kingdom,Male,2018,493.6,508,505.9,9.6,0.366
United Kingdom,Female,2000,537.2,NA,NA,7.9,0.352
United Kingdom,Female,2009,506.5,482.4,509.1,8.9,0.374
United Kingdom,Female,2012,511.5,487.8,507.9,8.8,0.351
United Kingdom,Female,2015,509.1,486.6,508.8,8.7,0.36
United Kingdom,Female,2018,513.7,495.9,503.5,8.3,0.366
United States,Male,2000,489.7,NA,NA,6.9,0.357
United States,Male,2009,487.8,497.3,508.7,9.3,0.379
United States,Male,2012,482.5,483.6,496.5,8.5,0.389
United States,Male,2015,486.9,473.9,499.6,9.4,0.39
United States,Male,2018,493.8,482.5,502.7,7.8,0.393
United States,Female,2000,518.2,NA,NA,8.9,0.357
United States,Female,2009,512.5,477,495,7.7,0.379
United States,Female,2012,513.3,479,498.3,7.5,0.389
United States,Female,2015,507,465.4,492.9,8.6,0.39
United States,Female,2018,517.4,473.8,502,7.1,0.393
Brazil,Male,2009,396.6,394,407.2,10.6,0.48500000000000004
Brazil,Female,2009,425.2,378.5,403.8,17.5,0.48500000000000004
Chile,Male,2009,438.6,431.3,451.9,15.1,0.48000000000000004
Chile,Male,2015,452.6,431.8,454.2,10.1,0.454
Chile,Female,2009,460.6,410.4,442.9,19,0.48000000000000004
Chile,Female,2015,464.6,413.4,439.6,12.8,0.454
Estonia,Male,2009,479.6,516.4,527.4,9,0.309
Estonia,Male,2012,494.3,523.2,540.2,6.3,0.326
Estonia,Male,2015,505.5,522.1,535.8,5.1,0.32999999999999996
Estonia,Male,2018,507.7,527.6,527.6,10.6,0.305
Estonia,Female,2009,523.8,507.5,528.3,6.9,0.309
Estonia,Female,2012,537.8,517.9,542.6,7.3,0.326
Estonia,Female,2015,533.4,516.9,532.5,NA,0.32999999999999996
Estonia,Female,2018,538.4,519.2,532.6,7.3,0.305
Israel,Male,2000,443.8,NA,NA,NA,0.347
Israel,Male,2009,452.5,451.1,453.4,24,0.373
Israel,Male,2012,463.5,472.4,469.7,10.7,0.371
Israel,Male,2015,467.3,474,468.7,9.1,0.36
Israel,Male,2018,445.1,458.2,452,9.5,0.348
Israel,Female,2000,459.4,NA,NA,NA,0.347
Israel,Female,2009,494.7,442.8,456.2,25.4,0.373
Israel,Female,2012,507.5,460.7,470.4,10.7,0.371
Israel,Female,2015,490.2,465.5,464.4,8.6,0.36
Israel,Female,2018,493.2,467.4,471.3,8.2,0.348
Slovenia,Male,2009,456.2,502.1,505,3.5,0.24500000000000002
Slovenia,Male,2012,454.5,502.7,509.9,4.5,0.24900000000000003
Slovenia,Male,2015,484.3,511.8,510.1,NA,0.25
Slovenia,Male,2018,475,509.2,502.2,1.9,0.24900000000000003
Slovenia,Female,2009,511,500.8,518.8,1.5,0.24500000000000002
Slovenia,Female,2012,510.1,499.4,518.7,3.1,0.24900000000000003
Slovenia,Female,2015,527.6,507.9,515.8,NA,0.25
Slovenia,Female,2018,516.7,508.6,512,2,0.24900000000000003
Sweden,Total,1995,NA,NA,NA,NA,0.21100000000000002
Sweden,Total,2000,NA,NA,NA,3.6,0.24300000000000002
Sweden,Total,2008,NA,NA,NA,4.4,0.259
Sweden,Total,2009,NA,NA,NA,5.5,0.269
Sweden,Total,2010,NA,NA,NA,5.3,0.269
Sweden,Total,2011,NA,NA,NA,4.1,0.273
Sweden,Total,2013,NA,NA,NA,4.1,0.267
Sweden,Total,2014,NA,NA,NA,4.3,0.272
Sweden,Total,2015,NA,NA,NA,NA,0.276
Sweden,Total,2016,NA,NA,NA,NA,0.28
Sweden,Total,2017,NA,NA,NA,3.6,0.28200000000000003
Sweden,Total,2018,NA,NA,NA,6.8,0.273
Sweden,Total,2019,NA,NA,NA,3.3,0.277
Sweden,Total,2020,NA,NA,NA,2.9,0.276
Sweden,Total,2021,NA,NA,NA,NA,0.28600000000000003
Italy,Total,1995,NA,NA,NA,NA,0.327
Italy,Total,2000,NA,NA,NA,13.1,0.323
Italy,Total,2008,NA,NA,NA,9.6,0.317
Italy,Total,2010,NA,NA,NA,12.5,0.327
Italy,Total,2012,NA,NA,NA,12,0.32999999999999996
Italy,Total,2014,NA,NA,NA,11.2,0.326
Italy,Total,2016,NA,NA,NA,9.4,0.327
Italy,Total,2018,NA,NA,NA,11,0.32999999999999996
Italy,Total,2019,NA,NA,NA,10.9,0.325
Luxembourg,Total,2005,NA,NA,NA,2.2,0.281
Luxembourg,Total,2008,NA,NA,NA,NA,0.28900000000000003
Luxembourg,Total,2009,NA,NA,NA,NA,0.277
Luxembourg,Total,2010,NA,NA,NA,6.3,0.27
Luxembourg,Total,2011,NA,NA,NA,NA,0.276
Luxembourg,Total,2012,NA,NA,NA,2.9,0.29800000000000004
Luxembourg,Total,2013,NA,NA,NA,3.5,0.279
Luxembourg,Total,2015,NA,NA,NA,NA,0.306
Luxembourg,Total,2016,NA,NA,NA,NA,0.305
Luxembourg,Total,2017,NA,NA,NA,2.9,0.327
Luxembourg,Total,2018,NA,NA,NA,1.5,0.318
Finland,Total,1990,NA,NA,NA,NA,0.21500000000000002
Finland,Total,1995,NA,NA,NA,NA,0.22
Finland,Total,2000,NA,NA,NA,NA,0.254
Finland,Total,2005,NA,NA,NA,5.2,0.265
Finland,Total,2008,NA,NA,NA,5.1,0.264
Finland,Total,2009,NA,NA,NA,5.1,0.259
Finland,Total,2010,NA,NA,NA,5.1,0.264
Finland,Total,2011,NA,NA,NA,5.1,0.264
Finland,Total,2012,NA,NA,NA,4.7,0.26
Finland,Total,2013,NA,NA,NA,4.8,0.262
Finland,Total,2014,NA,NA,NA,5.5,0.257
Finland,Total,2015,NA,NA,NA,5.2,0.26
Finland,Total,2016,NA,NA,NA,4.2,0.259
Finland,Total,2017,NA,NA,NA,4.5,0.266
Finland,Total,2018,NA,NA,NA,4.6,0.269
Finland,Total,2019,NA,NA,NA,4.5,0.273
Finland,Total,2020,NA,NA,NA,3.8,0.265
Finland,Total,2021,NA,NA,NA,NA,0.273
Latvia,Total,2005,NA,NA,NA,7,0.391
Latvia,Total,2008,NA,NA,NA,6,0.375
Latvia,Total,2009,NA,NA,NA,6.8,0.354
Latvia,Total,2010,NA,NA,NA,6.4,0.346
Latvia,Total,2011,NA,NA,NA,7.3,0.351
Latvia,Total,2012,NA,NA,NA,7.2,0.346
Latvia,Total,2013,NA,NA,NA,3.2,0.351
Latvia,Total,2014,NA,NA,NA,3.8,0.349
Latvia,Total,2015,NA,NA,NA,3.1,0.346
Latvia,Total,2016,NA,NA,NA,3.5,0.346
Latvia,Total,2017,NA,NA,NA,2.3,0.355
Latvia,Total,2018,NA,NA,NA,2.9,0.351
Latvia,Total,2019,NA,NA,NA,2.7,0.344
Latvia,Total,2020,NA,NA,NA,2.6,0.355
Greece,Total,2005,NA,NA,NA,11.5,0.345
Greece,Total,2008,NA,NA,NA,8.2,0.328
Greece,Total,2009,NA,NA,NA,7.9,0.32999999999999996
Greece,Total,2010,NA,NA,NA,7.5,0.33599999999999997
Greece,Total,2011,NA,NA,NA,8.3,0.33299999999999996
Greece,Total,2012,NA,NA,NA,10.7,0.33799999999999997
Greece,Total,2013,NA,NA,NA,9.3,0.34199999999999997
Greece,Total,2014,NA,NA,NA,10.5,0.33899999999999997
Greece,Total,2015,NA,NA,NA,8.4,0.33999999999999997
Greece,Total,2016,NA,NA,NA,8.1,0.33299999999999996
Greece,Total,2017,NA,NA,NA,8.5,0.319
Greece,Total,2018,NA,NA,NA,8.1,0.306
South Africa,Total,2015,NA,NA,NA,13.8,0.626
South Africa,Total,2017,NA,NA,NA,13.8,0.618
Iceland,Total,2005,NA,NA,NA,2.9,0.273
Iceland,Total,2008,NA,NA,NA,4.8,0.306
Iceland,Total,2009,NA,NA,NA,7.1,0.266
Iceland,Total,2010,NA,NA,NA,5.9,0.24800000000000003
Iceland,Total,2011,NA,NA,NA,7,0.252
Iceland,Total,2012,NA,NA,NA,6.8,0.252
Iceland,Total,2013,NA,NA,NA,5.2,0.24000000000000002
Iceland,Total,2014,NA,NA,NA,5.4,0.24600000000000002
Iceland,Total,2015,NA,NA,NA,3.7,0.257
Iceland,Total,2016,NA,NA,NA,3.5,0.264
Iceland,Total,2017,NA,NA,NA,3.7,0.25
Ireland,Total,2005,NA,NA,NA,4.5,0.324
Ireland,Total,2008,NA,NA,NA,8.5,0.29500000000000004
Ireland,Total,2009,NA,NA,NA,11,0.312
Ireland,Total,2010,NA,NA,NA,10.1,0.29800000000000004
Ireland,Total,2011,NA,NA,NA,9.4,0.307
Ireland,Total,2012,NA,NA,NA,9.6,0.31
Ireland,Total,2013,NA,NA,NA,10.6,0.312
Ireland,Total,2014,NA,NA,NA,9.1,0.29800000000000004
Ireland,Total,2015,NA,NA,NA,8,0.29800000000000004
Ireland,Total,2016,NA,NA,NA,9.8,0.309
Ireland,Total,2017,NA,NA,NA,8.4,0.29500000000000004
Ireland,Total,2018,NA,NA,NA,6,0.29200000000000004
Ireland,Total,2019,NA,NA,NA,6.4,0.29300000000000004
Ireland,Total,2020,NA,NA,NA,6.2,0.28200000000000003
Canada,Total,1990,NA,NA,NA,NA,0.28900000000000003
Canada,Total,1995,NA,NA,NA,NA,0.29300000000000004
Canada,Total,2000,NA,NA,NA,8.2,0.315
Canada,Total,2005,NA,NA,NA,6.9,0.315
Canada,Total,2008,NA,NA,NA,7.3,0.315
Canada,Total,2009,NA,NA,NA,8,0.316
Canada,Total,2010,NA,NA,NA,8.2,0.316
Canada,Total,2011,NA,NA,NA,7.6,0.313
Canada,Total,2012,NA,NA,NA,7.2,0.317
Portugal,Total,2005,NA,NA,NA,8.4,0.378
Portugal,Total,2008,NA,NA,NA,7.1,0.354
Portugal,Total,2009,NA,NA,NA,6.9,0.33599999999999997
Portugal,Total,2010,NA,NA,NA,7.4,0.34099999999999997
Portugal,Total,2011,NA,NA,NA,8,0.33699999999999997
Portugal,Total,2012,NA,NA,NA,7.9,0.33699999999999997
Portugal,Total,2013,NA,NA,NA,6.9,0.34099999999999997
Portugal,Total,2014,NA,NA,NA,6.1,0.33799999999999997
Italy,Total,2005,NA,NA,NA,11.2,0.324
Italy,Total,2009,NA,NA,NA,11.2,0.315
Italy,Total,2011,NA,NA,NA,11.4,0.327
Italy,Total,2013,NA,NA,NA,11,0.325
Lithuania,Total,2005,NA,NA,NA,2.4,0.352
Lithuania,Total,2008,NA,NA,NA,NA,0.357
Lithuania,Total,2009,NA,NA,NA,NA,0.365
Lithuania,Total,2010,NA,NA,NA,4,0.329
Lithuania,Total,2011,NA,NA,NA,NA,0.321
Lithuania,Total,2012,NA,NA,NA,NA,0.35
Lithuania,Total,2013,NA,NA,NA,NA,0.351
Lithuania,Total,2014,NA,NA,NA,2.7,0.38
Lithuania,Total,2015,NA,NA,NA,3.9,0.372
Lithuania,Total,2016,NA,NA,NA,2.1,0.378
Lithuania,Total,2017,NA,NA,NA,2.3,0.374
Lithuania,Total,2018,NA,NA,NA,2.6,0.361
Germany,Total,2008,NA,NA,NA,3.7,0.28500000000000003
Germany,Total,2009,NA,NA,NA,3.8,0.28800000000000003
Germany,Total,2010,NA,NA,NA,3.7,0.28600000000000003
Germany,Total,2011,NA,NA,NA,3.5,0.29100000000000004
Germany,Total,2012,NA,NA,NA,3,0.28900000000000003
Germany,Total,2013,NA,NA,NA,2.8,0.29200000000000004
Germany,Total,2014,NA,NA,NA,2.9,0.28900000000000003
Germany,Total,2015,NA,NA,NA,2.5,0.29300000000000004
Germany,Total,2016,NA,NA,NA,3.4,0.29400000000000004
Germany,Total,2017,NA,NA,NA,3.6,0.28900000000000003
Germany,Total,2018,NA,NA,NA,3.4,0.28900000000000003
Germany,Total,2019,NA,NA,NA,2.8,0.29600000000000004
Netherlands,Total,2005,NA,NA,NA,3.1,0.28400000000000003
Netherlands,Total,2008,NA,NA,NA,2.1,0.28600000000000003
Netherlands,Total,2009,NA,NA,NA,3.6,0.28300000000000003
Netherlands,Total,2010,NA,NA,NA,3.1,0.28300000000000003
Netherlands,Total,2011,NA,NA,NA,3.4,0.29400000000000004
Netherlands,Total,2012,NA,NA,NA,2.4,0.29300000000000004
Netherlands,Total,2013,NA,NA,NA,4.1,0.28700000000000003
Netherlands,Total,2014,NA,NA,NA,3.6,0.305
United Kingdom,Total,1990,NA,NA,NA,NA,0.355
United Kingdom,Total,2000,NA,NA,NA,8,0.352
United Kingdom,Total,2005,NA,NA,NA,9.3,0.359
United Kingdom,Total,2008,NA,NA,NA,9.8,0.369
United Kingdom,Total,2009,NA,NA,NA,9.6,0.374
